功能异常	中心词
功能紊乱	中心词
功能障碍	中心词
动眼神经疾病	中心词
动脉导管未闭	中心词
动脉损伤	中心词
动脉瘤	中心词
动脉盗血综合征	中心词
动脉硬化	中心词
动静脉瘘	中心词
包皮嵌顿	中心词
包皮炎	中心词
包皮疾病	中心词
包皮血肿	中心词
包皮过长	中心词
包茎	中心词
包虫病	中心词
化疗	中心词
化脓性甲状腺炎	中心词
区域淋巴性疾病	中心词
医学影像异常	中心词
十二指肠溃疡	中心词
十二指肠疾病	中心词
十二指肠癌	中心词
十二指肠穿孔	中心词
半乳糖代谢症	中心词
半合成青霉素	中心词
半规管疾病	中心词
卒中	中心词
单核细胞增多症	中心词
单核细胞性白血病	中心词
单纯疱疹病毒感染	中心词
卟啉代谢障碍性疾病	中心词
卟啉病	中心词
卵巢内分泌功能亢进	中心词
卵巢内分泌功能减退	中心词
卵巢功能亢进	中心词
卵巢囊肿	中心词
卵巢恶性肿瘤	中心词
卵巢感染性疾病	中心词
卵巢扭转	中心词
卵巢炎	中心词
卵巢疾病	中心词
卵巢癌	中心词
卵巢破裂	中心词
卵巢积水	中心词
卵巢积液	中心词
卵巢肿物	中心词
卵巢衰竭	中心词
卵巢过度刺激	中心词
压力性溃疡	中心词
压疮	中心词
厌食	中心词
原位癌	中心词
原虫感染性疾病	中心词
原醛	中心词
去极化	中心词
双侧完全性腭裂	中心词
双胎反向动脉灌注综合征	中心词
反射性交感神经营养不良综合征	中心词
反拗危象	中心词
发烧	中心词
发热	中心词
发热待查	中心词
发病	中心词
发育不全	中心词
发育不良	中心词
发育迟滞	中心词
发育障碍	中心词
发音障碍	中心词
变态反应	中心词
口吃	中心词
口咽念珠菌感染	中心词
口咽癌	中心词
口干症	中心词
口炎	中心词
口腔咬合异常	中心词
口腔外伤	中心词
口腔异物	中心词
口腔感染性疾病	中心词
口腔溃疡	中心词
口腔畸形	中心词
口腔疾病	中心词
口腔癌	中心词
口腔粘膜疾病	中心词
口腔颌面恶性肿瘤	中心词
口腔颌面肿物	中心词
口臭	中心词
口臭待查	中心词
可卡因类药物滥用	中心词
右室流出道狭窄	中心词
右心室双出口	中心词
右心房瘤	中心词
右心衰竭	中心词
右束支传导阻滞	中心词
右肺上叶癌	中心词
右肺下叶癌	中心词
右肺中叶癌	中心词
叶酸维生素B12缺乏性贫血	中心词
叶酸缺乏	中心词
叶酸缺乏性疾病	中心词
同性恋	中心词
后壁骨折	中心词
后天性溶血性贫血	中心词
后天性缺失	中心词
后天性鱼鳞癣	中心词
后天畸形	中心词
后遗症	中心词
吡哆素缺乏	中心词
听力障碍	中心词
听幻觉	中心词
听神经疾病	中心词
听神经病	中心词
听神经瘤	中心词
听神经肿物	中心词
听觉异常	中心词
听骨疾病	中心词
吸入性肺炎	中心词
吸入有害气体	中心词
吸虫感染	中心词
吸虫病	中心词
呃逆	中心词
呆小症	中心词
呕吐	中心词
呕吐待查	中心词
呕血	中心词
周围淋巴结结核	中心词
周围神经损伤	中心词
周围神经炎	中心词
周围神经疾病	中心词
周围神经痛	中心词
周围神经肿物	中心词
周围神经脱髓鞘性疾病	中心词
呼吸困难待查	中心词
呼吸循环衰竭	中心词
呼吸暂停	中心词
呼吸窘迫	中心词
呼吸系统不适	中心词
呼吸系统出血	中心词
呼吸系统感染性疾病	中心词
呼吸系统术后并发症	中心词
呼吸系统烧伤	中心词
呼吸系统疾病	中心词
呼吸系统瘘	中心词
呼吸系统瘘及窦道	中心词
呼吸系统真菌感染	中心词
呼吸系统肿物	中心词
呼吸系统过敏性疾病	中心词
呼吸肌麻痹	中心词
呼吸节律异常	中心词
呼吸衰竭	中心词
呼衰	中心词
咖啡因滥用及成瘾	中心词
咬肌疾病	中心词
咬颊	中心词
咯血	中心词
咳嗽	中心词
咳嗽待查	中心词
咳血	中心词
咽喉异物	中心词
咽喉感染性疾病	中心词
咽喉溃疡	中心词
咽喉狭窄梗阻性疾病	中心词
咽喉疾病	中心词
咽喉痛	中心词
咽喉癌	中心词
咽喉肿物	中心词
咽喉脓肿	中心词
咽喉部外伤	中心词
咽喉部恶性肿瘤	中心词
咽炎	中心词
咽狭窄	中心词
咽部不适待查	中心词
咽鼓管疾病	中心词
哮喘	中心词
哺乳后乳房复旧不全	中心词
哺乳异常	中心词
唇恶性肿瘤	中心词
唇畸形	中心词
唇癌	中心词
唇裂	中心词
唾液腺囊肿	中心词
唾液腺恶性肿瘤	中心词
唾液腺疾病	中心词
唾液腺病	中心词
唾液腺瘘	中心词
唾液腺结石	中心词
唾液腺肿物	中心词
喉上神经麻痹	中心词
喉息肉	中心词
喉梗阻	中心词
喉水肿	中心词
喉炎	中心词
喉畸形	中心词
喉痉挛	中心词
喉返神经疾病	中心词
喉返神经麻痹	中心词
喉部神经肌肉疾病	中心词
喉麻痹	中心词
喘憋	中心词
嗅神经疾病	中心词
嗅觉味觉障碍	中心词
嗜睡	中心词
嗜酸性粒细胞增多症	中心词
嗜酸性粒细胞白血病	中心词
嗜酸粒细胞增多症	中心词
嗜铬细胞瘤	中心词
嘌呤嘧啶代谢障碍性疾病	中心词
器官异位	中心词
器官转移瘤	中心词
器质变化	中心词
器质性精神障碍	中心词
囊型包虫病	中心词
囊性纤维化	中心词
囊性纤维化性疾病	中心词
囊性纤维性变	中心词
囊性纤维病	中心词
囊性肿物	中心词
囊肿	中心词
囊虫病	中心词
四肢瘫	中心词
四肢血管疾病	中心词
回归热	中心词
回盲部癌	中心词
回纳疝块后压住内环	中心词
围产期出血	中心词
围产期异常	中心词
围产期血管栓塞性疾病	中心词
土拉菌病	中心词
地中海贫血	中心词
坏死	中心词
坏死症	中心词
坏疽	中心词
坏血病	中心词
坐骨神经卡压	中心词
坐骨神经疾病	中心词
坐骨神经痛	中心词
坐骨神经痛待查	中心词
垂体TSH瘤	中心词
垂体功能减退	中心词
垂体功能减退症	中心词
垂体性侏儒症	中心词
垂体机能亢进	中心词
垂体生长激素分泌过多	中心词
垂体疾病	中心词
垂体瘤	中心词
垂体鞍区恶性肿瘤	中心词
垂体鞍区疾病	中心词
垂体鞍区肿物	中心词
埃博拉出血热	中心词
埃博拉病毒感染	中心词
埋伏牙	中心词
基底节变性疾病	中心词
声带小结	中心词
声带疾病	中心词
声带麻痹	中心词
声门狭窄	中心词
声门癌	中心词
处女膜疾病	中心词
处女膜破裂	中心词
复发癌	中心词
夏科氏关节病	中心词
外伤	中心词
外伤伤口	中心词
外周主要动脉动脉瘤	中心词
外周主要动脉损伤	中心词
外周主要动脉疾病	中心词
外周主要静脉疾病	中心词
外来伤害	中心词
外眦赘皮	中心词
外耳感染性疾病	中心词
外耳湿疹	中心词
外耳炎	中心词
外耳畸形	中心词
外耳疾病	中心词
外耳皮肤疾病	中心词
外耳肿物	中心词
外耳道狭窄闭锁	中心词
外阴发育不良	中心词
外阴损伤	中心词
外阴损伤性疾病	中心词
外阴生殖器异物	中心词
外阴疾病	中心词
外阴癌	中心词
外阴白斑	中心词
外阴肿物	中心词
外麦粒肿	中心词
多动症	中心词
多发性硬化	中心词
多发骨髓瘤	中心词
多器官功能衰竭	中心词
